Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
141.0,Shaiv Ramdhani,1498.0,263.0,96.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,137.0,110.0,63.0,3.0
142.0,Alexander Rhoda-Herdien,1503.0,166.0,215.0,152.0,103.0,38.0,32.0,11.0,19.0,92.0,40.0,115.0,338.0,116.0,63.0,3.0
143.0,Liron Horowitz,1512.0,113.0,53.0,169.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,304.0,211.0,63.0,3.0
144.0,Jordan Baptista,1516.0,139.0,141.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,133.0,211.0,63.0,3.0
145.0,Karan Jeevan,1519.0,188.0,109.0,115.0,103.0,38.0,32.0,11.0,19.0,125.0,40.0,115.0,347.0,211.0,63.0,3.0
146.0,Ryan Gibbon,1521.0,211.0,152.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,30.0,140.0,211.0,63.0,3.0
147.0,Philip Iwan Botha,1536.0,130.0,161.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,142.0,211.0,63.0,3.0
148.0,Chris Groenewald,1543.0,176.0,303.0,102.0,62.0,38.0,32.0,11.0,19.0,102.0,40.0,63.0,347.0,182.0,63.0,3.0
149.0,Khongelani Masumbe,1553.0,156.0,181.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,113.0,211.0,63.0,3.0
150.0,Muhammad Sahil Hendricks,1554.0,119.0,128.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,204.0,211.0,63.0,3.0
151.0,Athos Whittington,1556.0,284.0,116.0,171.0,103.0,38.0,32.0,11.0,17.0,215.0,40.0,83.0,202.0,178.0,63.0,3.0
152.0,Michael Beukman,1563.0,144.0,211.0,230.0,68.0,38.0,32.0,11.0,19.0,172.0,40.0,115.0,206.0,211.0,63.0,3.0
153.0,Ismaeel Randeree,1570.0,164.0,142.0,161.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,230.0,211.0,63.0,3.0
153.0,Sihle Samukelo Dlamini,1570.0,340.0,327.0,230.0,103.0,38.0,32.0,11.0,19.0,123.0,40.0,115.0,99.0,27.0,63.0,3.0
155.0,Aiden Wright,1571.0,200.0,151.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,117.0,211.0,63.0,3.0
156.0,Uwais Moosa Kalla,1573.0,111.0,107.0,66.0,103.0,38.0,32.0,11.0,19.0,72.0,40.0,115.0,582.0,211.0,63.0,3.0
156.0,Joseph Rabinowitz,1573.0,404.0,178.0,99.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,147.0,83.0,63.0,3.0
158.0,Wayne Claassen,1580.0,233.0,158.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,86.0,211.0,63.0,3.0
159.0,Estian Blignaut,1581.0,120.0,105.0,230.0,103.0,38.0,32.0,11.0,19.0,109.0,40.0,115.0,582.0,11.0,63.0,3.0
160.0,Joshua David le Roux,1584.0,360.0,123.0,230.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,41.0,168.0,63.0,3.0
161.0,David Shotter,1588.0,194.0,238.0,96.0,53.0,38.0,32.0,11.0,19.0,131.0,40.0,115.0,344.0,211.0,63.0,3.0
162.0,Ryan Bullock,1596.0,167.0,165.0,230.0,103.0,38.0,32.0,11.0,19.0,138.0,40.0,115.0,288.0,184.0,63.0,3.0
163.0,Christian van Heerden,1602.0,486.0,248.0,149.0,103.0,38.0,32.0,11.0,19.0,140.0,40.0,115.0,112.0,43.0,63.0,3.0
