Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,555bf
142.0,Rubix Azevedo Martins da Silva,2866.0,613.0,308.0,263.0,244.0,132.0,99.0,41.0,120.0,395.0,119.0,248.0,87.0,78.0,112.0,4.0,3.0
143.0,Matheus Barbosa de Miranda,2893.0,13.0,25.0,23.0,44.0,140.0,99.0,35.0,120.0,81.0,238.0,420.0,549.0,755.0,344.0,4.0,3.0
143.0,Pedro Luiz Ferreira Pires,2893.0,112.0,166.0,99.0,167.0,140.0,99.0,18.0,71.0,23.0,195.0,420.0,590.0,755.0,31.0,4.0,3.0
145.0,Italo Mateus Cardoso Da Silva,2894.0,194.0,320.0,304.0,301.0,140.0,99.0,71.0,120.0,247.0,238.0,168.0,197.0,144.0,344.0,4.0,3.0
146.0,Thiago Henrique Jardim Cardoso,2901.0,311.0,61.0,197.0,407.0,140.0,99.0,71.0,120.0,268.0,238.0,420.0,77.0,378.0,107.0,4.0,3.0
147.0,Augusto Ferreira Rodrigues,2916.0,25.0,49.0,59.0,129.0,112.0,99.0,71.0,120.0,99.0,238.0,420.0,389.0,755.0,344.0,4.0,3.0
148.0,Mathias Tomazelli,2917.0,186.0,105.0,125.0,124.0,76.0,99.0,71.0,120.0,253.0,238.0,192.0,467.0,755.0,99.0,4.0,3.0
149.0,Mathias Kavai,2925.0,515.0,295.0,324.0,143.0,140.0,99.0,71.0,120.0,348.0,238.0,224.0,157.0,121.0,123.0,4.0,3.0
150.0,Victor Rampinelli Villar de Medeiros,2954.0,40.0,80.0,99.0,114.0,140.0,99.0,71.0,120.0,205.0,238.0,420.0,222.0,755.0,344.0,4.0,3.0
151.0,Pablo de Andrade Paixão,2966.0,302.0,174.0,236.0,187.0,114.0,99.0,71.0,120.0,158.0,88.0,70.0,241.0,755.0,344.0,4.0,3.0
152.0,Victor Moreno,2979.0,415.0,179.0,397.0,324.0,140.0,99.0,59.0,120.0,204.0,238.0,172.0,244.0,296.0,85.0,4.0,3.0
153.0,Jhonatan Martins Teixeira,2985.0,416.0,191.0,284.0,300.0,140.0,99.0,71.0,91.0,221.0,137.0,397.0,310.0,41.0,280.0,4.0,3.0
154.0,Afonso Henrique Anastacio Calabria,2991.0,303.0,386.0,212.0,178.0,140.0,99.0,71.0,120.0,398.0,238.0,270.0,326.0,92.0,151.0,4.0,3.0
155.0,Thiago Kunrath,3005.0,195.0,191.0,354.0,407.0,140.0,99.0,42.0,120.0,235.0,238.0,420.0,133.0,279.0,145.0,4.0,3.0
156.0,Felipe Hatanaka Martins Paiva,3009.0,264.0,320.0,180.0,141.0,140.0,99.0,71.0,120.0,599.0,51.0,155.0,406.0,323.0,133.0,4.0,3.0
