Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
79.0,Abimael Rodriguez,873.0,183.0,135.0,69.0,51.0,27.0,18.0,22.0,27.0,96.0,33.0,56.0,60.0,61.0,29.0,2.0,4.0
80.0,José Daniel Sosa Lobo,886.0,91.0,92.0,122.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,64.0,61.0,29.0,2.0,4.0
81.0,Leonardo Andrés Alvarez Molina,887.0,7.0,295.0,18.0,24.0,27.0,18.0,22.0,27.0,56.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
82.0,Jose Medina,891.0,158.0,55.0,110.0,71.0,27.0,18.0,22.0,27.0,134.0,33.0,56.0,84.0,61.0,29.0,2.0,4.0
83.0,Carlos Eduardo Padrón Andrade,894.0,142.0,53.0,63.0,53.0,27.0,18.0,22.0,27.0,107.0,33.0,45.0,208.0,61.0,29.0,2.0,4.0
84.0,Cristhian Morral,899.0,206.0,70.0,142.0,71.0,27.0,18.0,22.0,27.0,89.0,27.0,56.0,70.0,39.0,29.0,2.0,4.0
85.0,Gustavo Adolfo Ortega Gomez,903.0,174.0,160.0,65.0,44.0,27.0,18.0,22.0,27.0,67.0,33.0,23.0,160.0,61.0,16.0,2.0,4.0
86.0,Kinen Al Kadamani Al Hajale,904.0,31.0,99.0,49.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
87.0,German Alexis Prada,907.0,42.0,115.0,25.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
88.0,Alejandro Jose Villarreal Ramirez,910.0,54.0,80.0,155.0,71.0,27.0,18.0,22.0,27.0,63.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
89.0,Jorge Eduardo Oliveros,914.0,56.0,96.0,73.0,71.0,27.0,18.0,22.0,27.0,131.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
89.0,Zi Lin Wu,914.0,45.0,295.0,155.0,71.0,27.0,18.0,22.0,27.0,26.0,33.0,56.0,43.0,61.0,29.0,2.0,4.0
91.0,Leonardo Neptalí Alicastro Palma,916.0,99.0,58.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,87.0,61.0,29.0,2.0,4.0
92.0,Alyi Romero,918.0,50.0,129.0,74.0,17.0,22.0,17.0,22.0,27.0,167.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
92.0,Eduardo Alfonso Gutiérrez Golindano,918.0,82.0,161.0,155.0,71.0,27.0,18.0,22.0,27.0,108.0,33.0,56.0,62.0,61.0,29.0,2.0,4.0
94.0,Julio Cesar Acevedo Martinez,922.0,61.0,116.0,83.0,64.0,27.0,18.0,22.0,27.0,111.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
95.0,Diego Gabriel Perez Navarro,931.0,149.0,136.0,155.0,71.0,27.0,18.0,22.0,27.0,85.0,33.0,56.0,56.0,61.0,29.0,2.0,4.0
96.0,Juan Villalobos,933.0,132.0,49.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,80.0,61.0,29.0,2.0,4.0
97.0,Wilder Pérez,938.0,90.0,124.0,79.0,62.0,27.0,18.0,22.0,27.0,101.0,33.0,56.0,203.0,61.0,29.0,2.0,4.0
98.0,Luis Carlos Salazar,942.0,76.0,140.0,96.0,71.0,27.0,18.0,22.0,27.0,72.0,33.0,56.0,208.0,61.0,29.0,2.0,4.0
99.0,Ronald Garcia,943.0,96.0,148.0,66.0,52.0,27.0,18.0,22.0,27.0,115.0,33.0,35.0,208.0,61.0,29.0,2.0,4.0
100.0,Luis Gerardo Garcia Montilla,951.0,194.0,50.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,35.0,61.0,29.0,2.0,4.0
101.0,Iván Brito,953.0,259.0,71.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,0.0,12.0,29.0,2.0,4.0
101.0,Jhon Alejandro Garcia Garcia,953.0,122.0,109.0,155.0,71.0,27.0,18.0,22.0,27.0,167.0,33.0,56.0,50.0,61.0,29.0,2.0,4.0
