Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
132.0,Arman Balasanyan,397.0,132.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
133.0,Arina Kerobyan,398.0,134.0,59.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
133.0,Albert Aklunts,398.0,133.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
135.0,Mane Mkhitaryan,400.0,135.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
136.0,Robert Manukyan,401.0,136.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
137.0,Anush Bareyan,402.0,137.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
138.0,Sofi Mkrtchian,403.0,141.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,52.0,19.0,8.0,2.0,2.0
138.0,Tigran Yeghoyan,403.0,138.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
140.0,Grigory Dashyan,404.0,139.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
141.0,Ashot Mardanyan,405.0,140.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
142.0,Hayk Avetisyan,407.0,142.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
143.0,Vahan Amiryan,408.0,151.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,47.0,19.0,8.0,2.0,2.0
143.0,Narek Harutyunyan,408.0,143.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
145.0,Tigran Grigoryan,409.0,144.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
146.0,Gor Araqelyan,410.0,145.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
147.0,Armen Maliants,411.0,146.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
148.0,Karine Galstyan (Карина Галстиян),412.0,147.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
149.0,Artur Sahakyan,413.0,148.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
150.0,Mara Mkrtchyan,414.0,149.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
151.0,Grigor Shinyan,415.0,150.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
151.0,Aren Karapetyan,415.0,151.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,12.0,55.0,19.0,8.0,2.0,2.0
151.0,Hayk Manukyan,415.0,151.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,38.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
