Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
126.0,Kevin Chung,492.0,147.0,94.0,24.0,14.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
127.0,Ian Linck,494.0,121.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
128.0,Yureck Chávez,495.0,129.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,62.0,36.0,7.0,3.0
128.0,Egdar Rolando Castillo,495.0,125.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,11.0,19.0,69.0,36.0,7.0,3.0
130.0,Jade Wenyin Mou Loo,498.0,147.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,47.0,36.0,7.0,3.0
131.0,Gianfranco Matthews,499.0,127.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,68.0,36.0,7.0,3.0
131.0,Daniela Higgins,499.0,126.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
133.0,Danna Melissa Samudio Morales,501.0,128.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
134.0,Ocean Alejandro Brandt-Hernandez,503.0,130.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
135.0,Abiel Eliud Cortez De León,504.0,131.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
136.0,María Celeste Ledezma,505.0,132.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
136.0,Eliezer Nuñez Brewster,505.0,134.0,92.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
138.0,Fabrizio De Pontes Pluchino,508.0,135.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
139.0,Juan Gonzalez Echeverría,509.0,136.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
140.0,Angel De Jesus Guerrero Fedee,510.0,137.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
141.0,Deibys Fonseca,511.0,138.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
141.0,Carlos Eduardo Montenegro Méndez,511.0,147.0,85.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
143.0,Bryan Javier Flores Gonzalez,512.0,139.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
144.0,Angel Augusto Samudio Guillen,513.0,140.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
145.0,Rixsa Lisbeth Clementine Delgado,514.0,141.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
146.0,Iván Araúz,515.0,142.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
147.0,Thelma Rios,516.0,143.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
148.0,Mariela Gonzalez Godoy,517.0,144.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
149.0,Isabella Garrido,518.0,145.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
150.0,Kiria González,519.0,146.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
