Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
112.0,Nurbol Bektemirov (Нурбол Бектемиров),587.0,126.0,125.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,60.0,55.0,19.0,2.0
113.0,Nikita Tarbokov,589.0,112.0,116.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,85.0,55.0,19.0,2.0
114.0,Kairat Isabekov (Кайрат Исабеков),590.0,95.0,109.0,70.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
115.0,Maxim Palkin (Максим Палкин),595.0,144.0,91.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,84.0,55.0,19.0,2.0
116.0,Akbar Alymkulov (Акбар Алымкулов),596.0,80.0,138.0,62.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
117.0,Amin Abdumaminov (Амин Абдумаминов),597.0,114.0,104.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,103.0,55.0,19.0,2.0
118.0,Mikael Amanturov (Микаэль Амантуров),600.0,175.0,105.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,44.0,55.0,19.0,2.0
119.0,Dastan Djorobaev (Дастан Джоробаев),601.0,125.0,126.0,69.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,82.0,55.0,19.0,2.0
120.0,Emir Aytmurzaev (Эмир Айтмурзаев),604.0,103.0,108.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
120.0,Baiel Asanov (Байэл Асанов),604.0,163.0,99.0,63.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,80.0,55.0,19.0,2.0
120.0,Arsen Keneshbekov (Арсен Кенешбеков),604.0,92.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,98.0,55.0,19.0,2.0
123.0,Ilia Proshin (Илья Прошин),606.0,141.0,87.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,40.0,19.0,2.0
124.0,Isa Sydykbekov (Иса Сыдыкбеков),608.0,132.0,101.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,99.0,55.0,19.0,2.0
125.0,Artur Lee (Артур Ли),609.0,78.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
126.0,Bekzhan Sadirdinov (Бекжан Садирдинов),610.0,173.0,83.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,78.0,55.0,19.0,2.0
126.0,Raidner Saifullin (Раиднер Сайфуллин),610.0,104.0,113.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
128.0,Bekzat Raimkulov (Бекзат Раимкулов),613.0,115.0,128.0,71.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,100.0,55.0,19.0,2.0
129.0,Adil Aidlanov (Адиль Айдланов),614.0,83.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
130.0,Raim Havazov (Раим Хавазов),623.0,147.0,94.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,106.0,55.0,19.0,2.0
131.0,Amina Amanzholova (Амина Аманжолова),627.0,130.0,124.0,66.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,108.0,55.0,19.0,2.0
131.0,Aydar Sharipov (Айдар Шарипов),627.0,96.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
133.0,Ilya Bezhetskikh,628.0,159.0,132.0,67.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,74.0,52.0,19.0,2.0
133.0,Adilet Nurbekov (Адилет Нурбеков),628.0,121.0,114.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
135.0,Emirlan Tashbaev (Эмирлан Ташбаев),629.0,98.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
136.0,Umar Turatov (Умар Туратов),631.0,100.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
137.0,Erdian Jyldyzbekov (Эрдиан Жылдызбеков),632.0,133.0,106.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
138.0,Amin Nurjanov (Амин Нуржанов),633.0,137.0,103.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
139.0,Iskender Dzhanov (Искендер Джанов),634.0,131.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,53.0,4.0,29.0,113.0,32.0,19.0,2.0
140.0,Rahat Jumaev (Рахат Джумаев),637.0,106.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
140.0,Nurgazy Bekmuratov (Нургазы Бекмуратов),637.0,122.0,138.0,76.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,102.0,55.0,19.0,2.0
140.0,Bekjan Mahmudov (Бекжан Махмудов),637.0,168.0,131.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,62.0,55.0,19.0,2.0
143.0,Emil Imankulov (Эмиль Иманкулов),640.0,164.0,102.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,105.0,48.0,19.0,2.0
